id,question
134,What is the setting type depicted in Margaret Atwood's novel 'The Handmaid's Tale'?
136,"What is the series name of this book, and what is its position within that series?"
136,"How many pages does this book have, and what publication year was it released?"
136,"Which publisher produced this book, and what audience is it primarily targeted towards?"
136,"What are the main themes explored in this novel, according to the metadata provided?"
136,"What is the primary writing style used in this book, as described by the author?"
137,"What is the title of this book, as presented in the database?"
137,"Who is the author of this book, according to the provided metadata record?"
137,"In what position is this book within its respective series, as indicated by the database?"
137,"Which genres or subgenres are associated with this book, based on the metadata provided?"
137,"What is the estimated page count of this book, according to the publication data?"
139,"Is this book part of a series, and if so, what is the position of the book within that series?"
139,What are the primary genres and subgenres associated with this book?
139,What are some of the major themes explored in the story?
139,What is the page count for this publication?
139,When was this book published?
140,What is the publication year of the book Gideon the Ninth?
140,In what order are books in The Locked Tomb series published?
140,Which subgenres does the book Gideon the Ninth belong to?
140,How many pages does the book Gideon the Ninth have?
140,For whom is the target audience of Gideon the Ninth categorized?
142,What is the page count of Nona the Ninth?
142,Which publisher released Nona the Ninth in 2022?
142,Who is the author of Nona the Ninth and what is the series name for this book?
142,What are some common themes present in Nona the Ninth?
142,How long is Nona the Ninth in terms of its intended audience?
143,What is the publication year of the book 'A Desolation Called Peace'?
143,Which publisher released the book 'A Desolation Called Peace'?
143,How many pages does the book 'A Desolation Called Peace' contain?
143,For which series position in the Teixcalaan series is 'A Desolation Called Peace' located?
143,What are some of the themes explored in the book 'A Desolation Called Peace'?
144,"What is the genre classification for this book, as described by the subgenre field?"
144,In what year was the book first published?
144,Who is the author credited for writing this book?
144,How many pages are included in this book's edition?
144,"What is the primary focus of technological advancements in this story, according to the content warnings?"
145,What is the approximate page count of the book Parable of the Sower?
145,Who is the author of the book Parable of the Sower?
145,In what year was the book Parable of the Sower published?
145,What is the target audience for the book Parable of the Sower?
145,What is the primary writing style used in the book Parable of the Sower?
146,What is the page count of 'Parable of the Talents'?
146,Who is the author of 'Parable of the Talents'?
146,In what year was 'Parable of the Talents' published?
146,By whom and to what audience was 'Parable of the Talents' published?
146,What is the tone described as in the metadata for 'Parable of the Talents'?
147,What is the publication year of the book 'Kindred'?
147,In what subgenres is the book 'Kindred' categorized?
147,Who is the author of the book 'Kindred'?
147,How many pages are in the book 'Kindred'?
147,What is the target audience for the book 'Kindred'?
148,What is the approximate number of pages in the book 'Dawn' by Octavia E. Butler?
148,In what year was the book 'Dawn' published?
148,Which publisher released the book 'Dawn' and who are they?
148,For whom is the book 'Dawn' primarily targeted?
148,"What type of writing style is used in 'Dawn', as described by the author?"
149,What is the series position of 'Adulthood Rites' within 'Lilith's Brood'?
149,What genres does the book belong to?
149,In what year was the book published?
149,How many pages does the book contain?
149,Who is the author of 'Adulthood Rites'?
150,What is the publication year of the book 'Imago'?
150,Which publisher released the book 'Imago'?
150,How many pages does the book 'Imago' have?
150,In what year was the book 'Imago' published?
150,For which audience group is the book 'Imago' primarily intended?
151,What is the total number of pages in the book?
151,In what year was the book 'Bloodchild and Other Stories' published?
151,Who is the author of the book 'Bloodchild and Other Stories'?
151,What type of context does the book's setting belong to?
151,Are there any content warnings associated with the book?
152,What is the publication year of the book 'The Dispossessed'?
152,How many pages does the book 'The Dispossessed' have?
152,What genre classification(s) best describes the book 'The Dispossessed'?
152,"Who is the author of the book 'The Dispossessed', and what is their pen name?"
152,For which target audience was the book 'The Dispossessed' intended?
153,What is the series name of the book 'A Wizard of Earthsea'?
153,In what year was the book 'A Wizard of Earthsea' published by Parnassus Press?
153,Who is the author of the book 'A Wizard of Earthsea'?
153,How many pages does the book 'A Wizard of Earthsea' contain?
153,What age range is the target audience for readers of 'A Wizard of Earthsea'?
154,What is the publication year of the book 'The Tombs of Atuan'?
154,"Who is the author of the series 'Earthsea Cycle', which includes 'The Tombs of Atuan'?"
154,In what position is 'The Tombs of Atuan' within the 'Earthsea Cycle' series?
154,"What are some of the themes explored in 'The Tombs of Atuan', as identified by the author?"
154,How many pages does the book 'The Tombs of Atuan' contain?
155,What is the title of the book?
155,Who is the author of this book?
155,In what position does this book sit within its respective series?
155,How many pages does the book have?
155,In what year was the book first published?
156,What genre categories best describe the subgenres listed for this book?
158,What is the publication year of 'The Other Wind'?
158,Which author wrote 'The Other Wind'?
158,What is the target audience for 'The Other Wind'?
158,How many pages does 'The Other Wind' have?
158,What are the subgenres of 'The Other Wind'?
159,What is the series to which The Golden Compass belongs?
159,Which subgenres does The Golden Compass primarily belong to?
159,What is the target audience for The Golden Compass book?
159,How many pages does the book contain?
159,In what year was The Golden Compass first published?
160,What is the publication year of 'The Subtle Knife' book?
160,For what target audience is 'The Subtle Knife' book intended?
160,How many pages does 'The Subtle Knife' book contain?
160,In which position is 'The Subtle Knife' within its respective series?
160,What are some of the subgenres associated with 'The Subtle Knife' book?
161,"What is the publication year of 'The Amber Spyglass', and how many pages does it have?"
161,"Who is the author of 'The Amber Spyglass', and what series does this book belong to?"
161,"In which position within its series does 'The Amber Spyglass' fall, according to the metadata?"
161,"What genres or subgenres is 'The Amber Spyglass' classified under, based on the provided information?"
161,"Is the target audience of 'The Amber Spyglass' primarily focused towards young adult readers, and what genre-specific categories can be found within this metadata?"
162,What is the title of the book and its position within a series?
162,"What genres does this book belong to, according to the provided metadata?"
162,In what themes can readers expect to find themselves while reading this book?
162,How many pages are in the hardcover edition of La Belle Sauvage?
162,In what year was La Belle Sauvage first published?
163,"What is the series name of this book, and what is its position within that series?"
163,"In what subgenres is this book classified, according to its metadata?"
163,"How many pages does this book contain, as stated by its publisher?"
163,"Who is the target audience for this book, based on its metadata?"
163,"What is the tone of this book's writing style, as described by its author?"
164,Is 'Jonathan Strange & Mr Norrell' part of a larger series?
164,Who is the author of the book
164,"What type of genre does the book belong to (e.g. Historical fantasy, Magical realism)?"
164,How many pages are in the book?
164,When was the book published?
165,What is the publication year of the book 'Piranesi'?
165,What is the target audience for the book 'Piranesi'?
165,How many pages does the book 'Piranesi' have?
165,In what year was the book 'Piranesi' published by its original publisher?
165,Which subgenres are associated with the book 'Piranesi'?
166,What is the target audience for this book according to its metadata?
166,How many pages does the book have?
166,In what year was this book first published?
166,What style of writing is used in this book as described by its author?
166,To what extent is technology emphasized in this book's setting?
167,What is the position of the Hogfather book within its respective series?
167,What genres and themes does this Discworld book belong to?
167,How many pages long is this edition of the book?
167,In what year was this book first published by N/A publisher?
167,Which audience type does this fantasy novel primarily cater to?
168,Is this book part of a series?
168,Was Terry Pratchett the sole author of this book?
168,What is the position of this book within its respective series?
168,What genres or subgenres does this book belong to?
168,What year did the publisher release this book?
169,What is the page count of the book 'Going Postal'?
169,In what year was the book 'Going Postal' published?
169,Who is the author of the book 'Going Postal'?
169,What is the target audience for the book 'Going Postal'?
169,"How would you describe the tone of the book 'Going Postal', based on the provided metadata?"
170,What is the page count of the book Thud!
170,In what year was the book Thud! published?
170,Who is the target audience for the book Thud!
170,How many books are in the Discworld series that includes Thud!
170,What genre classification best describes the writing style of the book Thud!
171,"What is the publication year of the book 'The Lion, the Witch and the Wardrobe'?"
171,"Which publisher released the book 'The Lion, the Witch and the Wardrobe' in 1950?"
171,"To what extent is the target audience for 'The Lion, the Witch and the Wardrobe' described as children or fantasy readers?"
171,"What is the page count of the book 'The Lion, the Witch and the Wardrobe', according to its metadata?"
171,"Which technology focus is depicted in the magical land of Narnia, as described in the book's metadata?"
172,What is the page count of Prince Caspian?
172,In what year was Prince Caspian published by Geoffrey Bles?
172,"To whom is Prince Caspian primarily targeted, according to the book's metadata?"
172,Which subgenres categorize Prince Caspian within the world of children's fantasy and Christian allegory?
172,How many pages long is the book Prince Caspian?
173,What is the publication year of the book?
173,Who is the author of this book?
173,What is the target audience for this book?
173,How many pages does the book have?
173,In what series does this book belong?
174,What is the publication year of the book 'The Silver Chair'?
174,In what position does the book 'The Silver Chair' stand within 'The Chronicles of Narnia' series?
174,What are some of the subgenres associated with the book 'The Silver Chair'?
174,How many pages are in the book 'The Silver Chair'?
174,Who is the publisher of the book 'The Silver Chair'?
175,What is the publication year of 'The Horse and His Boy'?
175,In what position does 'The Horse and His Boy' fall within The Chronicles of Narnia series?
175,What is the approximate page count of the book 'The Horse and His Boy'?
175,Who is the target audience for the book 'The Horse and His Boy'?
175,"Is 'The Horse and His Boy' considered to have a technological focus on pre-industrial base, magic systems, alchemy, or mechanical devices?"
176,What is the publication year of The Magician's Nephew?
176,Who is the author of The Magician's Nephew?
176,How many pages does the book have?
176,What type of content warnings does the book contain?
176,In what series position does The Magician's Nephew fall?
177,Is The Last Battle a part of 'The Chronicles of Narnia' series?
177,The publication year of the book is 1956.
177,Which subgenres does the book belong to?
177,What is the page count of The Last Battle?
177,The target audience for this book includes both children and fantasy readers.
179,The book 'The Black Company' by Glen Cook was published in what year?
179,What is the approximate page count of 'The Black Company' book?
179,"Who is the narrator of 'The Black Company', and what type of narration do they use?"
179,What is the main focus of 'The Black Company' from a technological standpoint?
179,"To whom would you recommend 'The Black Company' primarily, based on its target audience?"
180,What is the publication year of Shadows Linger?
180,"Which author wrote Shadows Linger, and what is their series position within The Black Company?"
180,How many pages are in Shadows Linger?
180,"In what genre does Shadows Linger primarily fall under, according to its subgenres?"
180,Is Shadows Linger suitable for adult readers and fantasy fans?
181,"What is the position of The White Rose within Glen Cook's series, The Black Company?"
181,In what year was The White Rose published?
181,To what extent is violence depicted in The White Rose according to its content warnings?
181,"Which subgenres categorize The White Rose, as per its metadata?"
181,"What is the target audience for which The White Rose is primarily intended, based on the publisher's information?"
182,Is 'Gardens of the Moon' part of the Malazan Book of the Fallen series?
182,The publication year of 'Gardens of the Moon' is
182,What is the total number of pages in 'Gardens of the Moon'?
182,In what type of fantasy genre does 'Gardens of the Moon' primarily fall?
182,Who is the author of the book 'Gardens of the Moon'?
183,What is the series position of the book 'Deadhouse Gates' within the Malazan Book of the Fallen series?
183,Who is the author of the book 'Deadhouse Gates'?
183,What is the page count of the book 'Deadhouse Gates'?
183,In what year was the book 'Deadhouse Gates' published?
183,What is the target audience for the book 'Deadhouse Gates'?
184,What is the publication year of the book 'Memories of Ice'?
184,Who is the author of the book 'Memories of Ice'?
184,"In what position does the book 'Memories of Ice' fall within its series, the Malazan Book of the Fallen?"
184,How many pages are in the book 'Memories of Ice'?
184,"What is the intended audience for the book 'Memories of Ice', according to the publisher?"
185,What is the total page count of 'House of Chains'?
185,In what year was 'House of Chains' published by Bantam (UK)?
185,Which author wrote the book 'House of Chains'?
185,To which series does 'House of Chains' belong and in what position is it?
185,What subgenres categorize 'House of Chains' as a part of?
186,What is the publication year of 'Midnight Tides'?
186,For which series does 'Midnight Tides' belong and what is its position within that series?
186,"To whom is the book primarily targeted by the author, based on the publisher's information?"
186,How many pages are there in 'Midnight Tides'?
186,In which subgenres can 'Midnight Tides' be classified?
187,What is the number of pages in the book The Bonehunters?
187,Who published 'The Bonehunters' in both the UK and US markets?
187,In what position is 'The Bonehunters' located within the Malazan Book of the Fallen series?
187,Which genres categorize 'The Bonehunters' according to its subgenres?
187,What are some of the themes explored in the book The Bonehunters?
188,Does the book 'Reaper's Gale' by Steven Erikson belong to the Malazan Book of the Fallen series?
188,What is the page count of the book 'Reaper's Gale'?
188,Who is the publisher of the book 'Reaper's Gale' in the UK and US?
188,What is the target audience for the book 'Reaper's Gale'?
188,"How many pages are in the 7th installment of the Malazan Book of the Fallen series, titled 'Reaper's Gale'?"
189,What is the publication year of the book 'Toll the Hounds'?
189,Which publisher released the book 'Toll the Hounds' in the United States?
189,How many pages does the book 'Toll the Hounds' contain?
189,What type of technology focus is prominent in the writing of 'Toll the Hounds'?
189,Who is the author of the book 'Toll the Hounds'?
190,What is the publication year of 'Dust of Dreams'?
190,Who is the author of the book 'Dust of Dreams'?
190,In what series position does 'Dust of Dreams' fall within?
190,What are the subgenres associated with the book 'Dust of Dreams'?
190,How many pages are in the book 'Dust of Dreams'?
191,What is the publication year of 'The Crippled God'?
191,Which publisher released 'The Crippled God' in the UK and the US?
191,How many pages does the book 'The Crippled God' have?
191,In what year was 'The Crippled God' published?
191,For whom is the target audience of 'The Crippled God' designated?
